"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_MCPIO_RESIDE","COLE_AREA_UBICACION","COLE_NOMBRE_SEDE","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL","PERCENTIL_LECTURA_CRITICA","PERCENTIL_MATEMATICAS","PERCENTIL_C_NATURALES","PERCENTIL_SOCIALES_CIUDADANAS","PERCENTIL_INGLES","PERCENTIL_GLOBAL"
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,2,1,1,"A-",41,40,25,27,29,165,11,16,1,2,4,3
"CR","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,3,3,3,"A2",55,56,62,56,64,289,40,46,66,52,55,52
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,3,2,2,"A1",61,52,48,46,56,260,58,38,35,33,43,40
"CR","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,3,3,4,"B1",65,68,64,72,71,338,68,75,71,90,65,76
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,1,1,1,"A-",40,34,37,29,39,177,9,8,12,3,15,6
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,2,1,1,"A-",47,37,31,40,24,188,21,11,4,22,1,10
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,1,1,1,"A1",56,31,35,32,49,197,42,5,9,7,32,13
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,2,2,2,"A-",46,45,45,45,46,227,19,24,29,32,28,26
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,2,2,2,"A-",56,43,46,42,25,225,43,20,31,25,2,25
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,3,1,2,"A1",41,52,34,41,51,213,11,38,6,24,36,20
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",1,2,1,1,"A-",32,37,33,39,27,173,2,11,6,19,3,5
"CR","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",3,2,2,1,"A-",57,47,43,38,32,226,46,29,24,17,7,25
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO TECNICO JUVENIL DEL SUR",2,1,1,1,"A-",41,26,33,32,34,165,10,2,5,7,9,3
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",61,62,61,61,72,310,57,61,62,64,66,62
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,4,4,"A2",76,63,72,76,66,357,96,63,90,96,58,86
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,3,"A1",55,61,54,56,52,281,39,58,46,51,38,48
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,4,4,"B1",71,72,74,78,77,370,85,84,94,98,75,92
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,4,3,"B1",69,72,73,67,71,352,81,84,92,78,65,83
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"A2",65,61,64,60,65,313,67,57,71,61,57,63
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,2,2,"A1",61,38,54,48,54,253,56,12,46,36,41,37
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A2",52,55,51,51,67,267,32,44,41,42,60,43
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",58,69,69,70,69,333,48,78,84,84,62,73
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,3,3,"A1",71,70,69,62,54,335,84,78,84,65,41,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A1",60,52,46,50,52,260,53,39,30,41,38,40
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,2,2,"A1",51,48,46,42,48,234,30,30,31,26,31,29
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,2,2,"A1",60,48,46,51,52,257,55,30,31,43,38,38
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A-",63,54,59,42,41,267,62,43,57,25,18,43
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,3,3,"A2",70,60,57,60,60,308,82,54,54,61,50,61
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",62,61,66,63,69,317,60,58,75,68,62,65
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A2",51,56,56,48,58,266,31,47,50,36,47,42
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,3,"A1",53,55,53,56,54,271,36,44,45,52,41,44
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A2",61,61,53,48,60,280,57,58,45,37,50,48
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A1",65,52,61,55,50,288,68,38,63,51,34,52
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,2,1,"A1",50,54,54,33,52,240,28,42,47,9,37,31
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,1,"A1",55,63,51,38,49,258,40,61,41,17,33,39
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A2",57,54,59,47,58,273,44,41,58,35,46,45
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,2,1,"A1",52,47,51,38,54,238,33,27,40,18,40,30
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",56,59,66,62,68,307,43,54,75,66,60,60
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",65,54,57,60,74,301,67,43,53,61,69,57
"CE","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,4,4,"A2",73,71,71,76,67,362,90,81,89,95,59,89
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"A-",57,64,63,60,43,298,45,64,69,61,21,56
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,3,3,"A2",66,66,65,61,62,322,72,69,73,63,52,67
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A2",55,67,55,51,58,285,40,71,49,42,47,50
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,3,3,"B1",66,75,68,63,78,344,72,90,80,67,78,79
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,3,3,"A2",69,78,69,65,65,349,79,95,85,74,56,82
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,4,3,3,"A2",52,75,69,64,63,324,32,90,83,72,54,69
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A1",61,57,53,49,51,273,56,49,44,39,36,45
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,4,3,4,"A2",61,72,69,71,61,338,57,85,85,86,51,76
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,4,"A2",64,63,70,75,64,338,64,63,87,95,55,76
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"A2",65,62,67,63,63,321,69,60,77,69,53,67
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",1,2,1,2,"A-",32,41,34,42,39,187,2,17,6,25,15,9
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,2,2,"A1",53,38,51,47,52,238,34,13,41,35,37,31
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A1",53,54,50,49,54,258,36,41,39,40,41,39
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A1",59,62,53,46,54,275,50,59,45,33,39,46
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,3,4,"B1",71,73,69,71,73,356,86,87,84,86,68,86
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,4,3,"B+",72,66,73,66,80,350,87,71,93,76,82,83
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"A2",61,67,61,63,65,316,56,72,63,68,57,64
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,2,1,"A1",44,53,55,39,53,241,15,40,49,19,39,32
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"B1",64,67,61,59,74,318,64,72,63,59,70,66
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,3,3,"A-",61,50,62,59,45,285,56,33,64,59,25,50
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,2,2,"A1",48,53,55,49,48,255,23,40,48,39,31,38
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,3,3,"B1",75,75,65,69,68,354,93,90,73,83,61,85
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,3,3,"A2",66,58,57,67,58,308,70,51,53,77,47,61
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,4,3,"A1",67,71,71,68,49,338,75,83,89,81,33,76
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A2",61,59,57,54,64,291,56,54,52,49,55,53
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,2,"A1",58,58,62,47,53,280,48,51,65,35,38,48
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,3,"A2",63,64,69,65,60,324,62,65,84,73,49,69
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,4,4,4,"B1",74,74,100,72,71,397,92,89,100,90,65,99
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,3,3,"A2",50,63,62,56,58,289,28,62,66,52,47,52
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,3,4,"A2",61,68,62,73,59,327,57,76,66,91,48,70
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,2,3,"B1",71,65,49,69,69,320,85,67,37,82,62,66
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,3,1,"A-",50,66,62,40,45,269,27,69,65,21,25,43
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",4,3,3,3,"B1",69,70,68,70,68,346,80,80,80,84,61,80
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,2,"A1",54,54,52,49,51,261,39,43,42,39,36,40
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",2,3,2,3,"A1",49,58,49,58,54,268,26,50,37,55,41,43
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,3,2,3,"A1",52,57,55,59,56,279,34,49,50,59,44,47
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO  DE NUESTRA SEÑORA DE CHIQUINQUIRA",3,2,3,2,"A1",56,50,57,55,57,273,44,34,53,49,45,45
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"B1",71,64,62,67,77,334,84,65,66,78,76,74
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,3,3,"B1",71,78,66,60,78,347,84,95,76,60,77,81
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,4,"B+",73,67,70,73,82,358,90,73,86,90,88,87
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",2,3,3,2,"B+",43,57,60,41,82,263,14,49,60,24,87,41
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,3,3,"B1",67,75,70,70,77,355,74,90,86,85,75,85
"CC","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,2,4,"B+",67,69,55,100,90,370,73,77,50,100,99,92
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,4,3,"A1",72,68,75,66,55,345,87,74,96,75,42,80
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,4,"B+",70,68,69,73,80,354,82,75,85,91,83,85
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,4,3,3,"A2",63,74,68,60,64,330,63,89,81,61,56,72
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,3,3,3,"B1",63,64,64,66,75,325,64,64,72,75,70,69
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,3,3,"B+",66,77,68,69,79,353,72,94,82,83,81,84
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"B1",68,69,63,68,74,338,76,76,69,81,70,76
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"A2",67,64,64,69,67,330,75,65,70,82,60,72
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,3,3,"B1",69,71,63,67,74,340,80,81,67,77,69,77
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,3,3,3,"A2",58,54,58,57,63,286,47,42,56,55,53,51
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,3,3,2,"B1",59,56,57,45,70,277,50,46,53,32,62,47
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"B1",68,62,65,69,70,332,78,60,73,84,63,72
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,4,3,3,"B+",61,74,70,67,83,346,56,88,87,79,91,80
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,4,3,"B1",77,66,71,69,78,357,97,69,89,82,77,86
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,4,4,"B+",71,78,75,77,86,380,86,95,96,97,96,96
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"B+",70,54,56,63,81,312,82,41,51,67,85,62
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,3,3,3,"B1",67,64,65,67,77,333,76,66,73,78,76,73
"TI","COLOMBIA","F","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",3,3,3,3,"B1",63,56,64,61,69,308,64,46,72,64,62,61
"TI","COLOMBIA","M","CALI","URBANO","JARDÍN TIA NORA Y LICEO LOS ALPES ",4,4,3,3,"B1",72,74,70,70,75,359,88,89,86,85,70,87
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,3,"A1",63,54,50,56,55,278,62,42,38,52,42,47
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",60,52,57,60,60,287,54,39,54,61,50,51
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,1,"A1",58,53,45,37,57,245,49,40,29,16,45,33
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,2,"A1",62,52,56,47,48,269,60,38,52,36,31,43
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",59,58,58,61,64,297,51,51,56,64,55,55
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"A2",69,63,69,63,65,330,81,62,83,67,56,71
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,4,4,"A2",68,77,75,72,67,363,77,93,96,89,60,89
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,2,3,"A2",66,64,55,56,62,302,72,65,48,53,52,58
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,4,"B1",67,69,67,73,74,347,74,78,80,91,69,81
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,4,2,2,"A1",54,72,55,51,56,289,37,84,50,43,44,52
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",60,63,62,59,64,306,54,61,64,60,55,60
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A1",56,66,61,61,57,303,43,70,63,63,45,58
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,4,3,"B1",73,69,71,69,69,352,89,76,89,84,62,84
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"B1",74,67,70,65,77,348,91,71,86,74,75,82
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",56,61,60,64,73,306,42,58,61,71,67,60
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",60,67,63,59,64,312,53,71,69,60,56,62
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,2,"A2",56,60,58,54,64,288,44,55,55,48,55,51
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"A2",69,65,70,70,65,341,79,67,87,84,57,78
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,2,"A1",56,64,50,42,54,265,42,64,39,24,41,42
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,2,"A1",55,56,60,54,54,280,40,47,59,48,41,48
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",65,69,65,60,73,327,69,78,74,62,68,70
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,3,3,"B1",67,72,62,65,78,337,75,84,66,72,77,75
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",56,54,58,62,62,289,42,41,54,65,52,52
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,2,2,2,"A1",59,44,46,42,55,242,51,23,31,24,41,32
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,3,"B1",62,51,53,57,73,285,59,36,45,54,67,50
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,1,"A2",56,51,55,40,60,256,43,36,49,21,49,38
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",53,64,59,58,68,296,36,65,58,56,61,55
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",56,63,56,57,62,292,41,62,51,55,53,53
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",63,63,65,62,66,317,61,63,73,66,59,65
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,2,1,1,"A-",53,46,39,22,41,200,36,26,16,1,19,14
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",64,61,66,67,61,321,65,58,75,79,51,67
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,4,4,"B+",72,73,74,74,89,372,87,88,95,93,98,93
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",59,69,62,56,77,313,50,78,65,53,74,63
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,4,"B1",64,67,59,75,74,334,66,72,57,94,70,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,2,"A2",62,54,48,43,64,263,59,41,34,28,56,41
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,2,2,2,"A1",51,48,51,54,53,256,30,29,40,48,39,38
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"A2",69,64,61,58,67,317,79,64,62,57,59,65
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,1,"A2",57,57,59,39,60,268,47,49,57,19,50,43
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A1",59,59,62,56,54,293,51,53,64,52,41,54
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",2,3,2,2,"A1",49,54,50,44,51,247,26,42,38,30,36,34
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",62,64,56,57,67,302,59,65,51,54,59,58
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,2,"A-",60,54,54,55,30,269,54,41,47,50,5,43
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,3,4,"B1",72,72,67,77,69,359,88,85,79,96,61,87
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,2,1,2,"A2",56,49,39,53,64,252,44,31,16,47,56,36
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",61,61,60,60,68,305,55,58,60,60,61,59
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,4,3,"B1",67,83,74,69,75,367,76,99,94,83,71,91
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",62,68,62,66,61,321,59,75,66,76,52,67
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",2,2,3,2,"A1",47,50,63,48,51,260,20,33,69,37,36,40
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"B1",69,60,59,62,69,315,81,55,59,65,62,64
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"A2",59,62,60,58,60,299,50,59,60,57,50,56
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,3,"A2",57,57,55,61,64,290,46,49,49,63,55,53
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",2,2,3,1,"A-",49,41,58,39,44,233,27,17,56,19,23,28
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,2,2,"A1",58,61,54,48,57,277,48,58,46,37,45,47
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,3,3,3,"B1",71,69,66,62,73,337,86,78,76,66,68,76
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",4,4,4,3,"B1",76,73,71,63,78,357,96,86,89,68,78,86
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO LEON DE GREIFF",3,4,4,3,"B+",65,72,73,65,80,348,69,84,92,72,83,82
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",2,4,3,2,"A2",50,73,57,50,60,288,27,86,53,41,49,52
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO LEON DE GREIFF",3,3,3,3,"B1",62,63,63,64,68,317,60,61,68,71,61,65
